LotID,Manufacturer,Type,Name,Production Date,Expiration Date
c244C8E7Db71474517561685,Astrazeneca,Viral vector,Vaxzevria,2021-06-14,2021-11-04
680bD39fD742756817767819,Astrazeneca,Viral vector,Vaxzevria,2021-05-19,2021-11-12
926774D48bE91580764a58E3,Moderna,mRNA,Mrna-1273,2021-09-29,2022-02-27
743526603dcB23360Fa214fa,Johnson&Johnson,Viral Vector,Jnj-78436735,2020-12-13,2021-05-31
8881817cBA0Cabf2B89C481A,Johnson&Johnson,Viral Vector,Jnj-78436735,2020-12-14,2021-05-05
19237282D7D5cDebbeBFfc0a,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-09-02,2022-02-16
D153d7DDC238123292874893,Astrazeneca,Viral vector,Vaxzevria,2020-11-24,2021-04-10
8531830FBDe2142581fd19E8,Moderna,mRNA,Mrna-1273,2020-11-01,2021-03-30
3642601bA0F8B05CDd39cd9f,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-01-14,2021-07-12
fAe016e17cf4378533114734,Pfizer,mRNA,Comirnaty,2021-05-25,2021-10-19
6543004E9DEA69195814E0Ff,Moderna,mRNA,Mrna-1273,2021-07-31,2022-01-26
a6B5af2Ef78c969586623124,Pfizer,mRNA,Comirnaty,2021-04-14,2021-10-04
67926219edbe2950586d2f31,Moderna,mRNA,Mrna-1273,2021-02-27,2021-07-24
2174515d75B49330395aAff2,Moderna,mRNA,Mrna-1273,2021-06-26,2021-11-10
69945392132CA5504e236B0f,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-01-27,2021-07-09
7Beb2bA3F188126993959790,Astrazeneca,Viral vector,Vaxzevria,2021-09-28,2022-03-04
7628369aEa3c393716d20375,Moderna,mRNA,Mrna-1273,2021-01-28,2021-07-13
939533bD756d844742de1463,Moderna,mRNA,Mrna-1273,2021-07-25,2021-12-31
1A1ADD16a628289161833591,Astrazeneca,Viral vector,Vaxzevria,2021-01-14,2021-06-21
6022906fa0a9Ad7DbDbcB270,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-06-04,2021-10-27
1a116fFC060F821313353455,Pfizer,mRNA,Comirnaty,2021-06-18,2021-11-05
7AAa9138C20f680337356298,Pfizer,mRNA,Comirnaty,2021-03-05,2021-08-15
46Ec0cfAcbdB643665063727,Pfizer,mRNA,Comirnaty,2021-09-30,2022-03-28
2787489Dba6d550494Fb5F66,Moderna,mRNA,Mrna-1273,2021-05-06,2021-10-11
42996914BcdC5CcaFB41E36D,Johnson&Johnson,Viral Vector,Jnj-78436735,2020-11-22,2021-04-15
7576300b6Ce06A6bF6Bd2657,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-08-15,2022-02-03
3516678afbeFAdec1DeF68DB,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-06-28,2021-12-09
df5f2Af3a863700515538679,Astrazeneca,Viral vector,Vaxzevria,2021-08-16,2022-01-08
65621450ba419E5f8A3068f0,Johnson&Johnson,Viral Vector,Jnj-78436735,2020-12-19,2021-05-13
fA5b261eA624814045084125,Astrazeneca,Viral vector,Vaxzevria,2021-02-08,2021-07-25
105526FecfF623398934E793,Moderna,mRNA,Mrna-1273,2021-01-31,2021-07-21
4C95BaA4f510881427822606,Pfizer,mRNA,Comirnaty,2021-02-19,2021-07-06
ebb4c93FeaCC291457364829,Pfizer,mRNA,Comirnaty,2021-09-03,2022-01-30
AcB9266bBB32337990679600,Astrazeneca,Viral vector,Vaxzevria,2021-02-19,2021-07-19
354534963DbB850324b0054F,Moderna,mRNA,Mrna-1273,2021-02-24,2021-08-03
6944204556aD1A2cf03aee6a,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-04-25,2021-09-17
4905307beAf7881bE9e2D1fE,Johnson&Johnson,Viral Vector,Jnj-78436735,2020-12-30,2021-06-23
6728231EAbAB51cf2b3973D7,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-02-03,2021-07-17
09D7CEbac790752590877644,Astrazeneca,Viral vector,Vaxzevria,2021-05-25,2021-10-15
efbebBfCAB77372940582719,Pfizer,mRNA,Comirnaty,2021-03-01,2021-08-14
9605315AE1357033445df285,Moderna,mRNA,Mrna-1273,2021-08-23,2022-02-15
6542250584825EcF6b72f12f,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-09-13,2022-02-02
160632C39C90867077fF2C5B,Moderna,mRNA,Mrna-1273,2021-02-01,2021-07-07
7403686c0466da1CEdc880C3,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-06-13,2021-11-25
87533357E556EDBa5B15aF9f,Johnson&Johnson,Viral Vector,Jnj-78436735,2020-12-02,2021-04-27
7cC9E288fC54408628626904,Astrazeneca,Viral vector,Vaxzevria,2021-08-20,2022-02-15
46290879dDf2478878Cd3ff3,Moderna,mRNA,Mrna-1273,2020-11-10,2021-04-05
260897dcbfDE7088229F3cBE,Moderna,mRNA,Mrna-1273,2020-12-13,2021-06-09
1293140Bf81DbBbc4Fbe6C42,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-07-04,2021-12-27
597530629Aa4224929b4c9B1,Moderna,mRNA,Mrna-1273,2021-03-08,2021-08-16
6115353e2b74355855C02d2c,Moderna,mRNA,Mrna-1273,2021-09-07,2022-03-04
901953EbbcCf84628424B32D,Moderna,mRNA,Mrna-1273,2021-07-09,2021-11-25
232803B66Cb55946802Bd7fE,Moderna,mRNA,Mrna-1273,2021-07-12,2021-12-23
925314f48C57693787a9E5F1,Moderna,mRNA,Mrna-1273,2020-11-28,2021-05-14
d1Cdf5beABC0108734568888,Pfizer,mRNA,Comirnaty,2021-03-06,2021-08-15
480824508d4F2daa03Ab9Fa2,Johnson&Johnson,Viral Vector,Jnj-78436735,2020-12-22,2021-05-07
EdAcdeBc0A68866674281965,Pfizer,mRNA,Comirnaty,2021-06-06,2021-11-11
312628ad560a1634635c14b7,Moderna,mRNA,Mrna-1273,2020-12-07,2021-05-17
397521391dcEffB16cb7fbeF,Johnson&Johnson,Viral Vector,Jnj-78436735,2020-11-04,2021-05-01
723295131A22154469cFCD4B,Moderna,mRNA,Mrna-1273,2021-02-03,2021-07-17
8799085afa2AF5d45FAb1440,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-07-21,2022-01-17
aE5bDA2FAC43228903039758,Astrazeneca,Viral vector,Vaxzevria,2021-04-24,2021-10-08
1162616D27bfBef7d0576C7D,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-02-12,2021-07-08
4488458e9D20a344175a0C5e,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-08-03,2022-01-29
1878410d0978CEF2FAa7baB2,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-09-07,2022-02-09
117304625bd149FB41A7099a,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-09-11,2022-03-10
2ff5fEDaB775501104708954,Astrazeneca,Viral vector,Vaxzevria,2021-01-22,2021-07-11
3817924Fe3E1E470Cf31fBE5,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-02-06,2021-06-21
66761612cdF0AD0340d0Fa2d,Johnson&Johnson,Viral Vector,Jnj-78436735,2020-11-27,2021-05-11
6279708EA4a92794926AeF8f,Moderna,mRNA,Mrna-1273,2021-03-31,2021-08-16
3581CbBefFEE972240457931,Pfizer,mRNA,Comirnaty,2021-05-04,2021-10-13
17EBC94dba60585924875989,Astrazeneca,Viral vector,Vaxzevria,2021-04-27,2021-10-20
bc6F8feA6a83017348448509,Astrazeneca,Viral vector,Vaxzevria,2021-08-14,2022-01-12
7096629fCeBD180032D7BD06,Moderna,mRNA,Mrna-1273,2021-09-26,2022-03-07
1A80Ece76d69199511590795,Astrazeneca,Viral vector,Vaxzevria,2021-08-09,2022-01-25
7648020Ca7AFFdE5C73Ca69e,Johnson&Johnson,Viral Vector,Jnj-78436735,2020-12-05,2021-04-30
F3aD79FD8fef376169868406,Pfizer,mRNA,Comirnaty,2021-05-29,2021-10-30
7FeEcE4fef48243219849661,Astrazeneca,Viral vector,Vaxzevria,2021-09-14,2022-01-28
040ddaa16f26761187910676,Astrazeneca,Viral vector,Vaxzevria,2021-09-10,2022-02-17
8324359FCbD9F1bACFa63Cd4,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-03-25,2021-08-31
8989302d8cbe7331545b1aD0,Moderna,mRNA,Mrna-1273,2021-05-23,2021-10-29
6023762148B1484705CfA8A7,Moderna,mRNA,Mrna-1273,2021-05-17,2021-10-26
54c25A62D748280514383748,Astrazeneca,Viral vector,Vaxzevria,2021-04-21,2021-10-15
7ECaF1Fedb21422334752770,Astrazeneca,Viral vector,Vaxzevria,2021-05-09,2021-10-26
5066154EFfA6274468bD930b,Moderna,mRNA,Mrna-1273,2020-12-16,2021-05-16
8921376cBb0b429499A88E4C,Moderna,mRNA,Mrna-1273,2021-05-04,2021-10-29
8117521EAf31303672F068BB,Moderna,mRNA,Mrna-1273,2020-12-31,2021-06-26
429203b20d2B109192f0F86E,Moderna,mRNA,Mrna-1273,2020-12-22,2021-06-19
1690159318a1eA73B67e9F9b,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-01-27,2021-06-20
A4a7Edbd767b248802203119,Pfizer,mRNA,Comirnaty,2020-12-11,2021-05-28
682771f80761196101afA404,Moderna,mRNA,Mrna-1273,2021-02-21,2021-07-31
607d0Ab0c225402574708957,Astrazeneca,Viral vector,Vaxzevria,2020-12-06,2021-05-15
5462374dF29C4137137DEEB5,Moderna,mRNA,Mrna-1273,2021-08-23,2022-01-23
80C57dF3fB43599368470475,Astrazeneca,Viral vector,Vaxzevria,2020-12-07,2021-05-05
Eb2d22cE7DAB530211952891,Pfizer,mRNA,Comirnaty,2021-03-17,2021-08-03
235437A6C9D2310564FBb029,Moderna,mRNA,Mrna-1273,2021-05-11,2021-10-23
372819EB77CE9464769b5Aaa,Moderna,mRNA,Mrna-1273,2021-08-06,2022-01-13
671971D2A3f9298492Bf45B7,Moderna,mRNA,Mrna-1273,2020-12-17,2021-06-12
2eA3A6F24057685095540879,Astrazeneca,Viral vector,Vaxzevria,2020-11-14,2021-04-13
68FC14cDEbF0660637356299,Pfizer,mRNA,Comirnaty,2021-07-10,2022-01-05
0E3C97D1BEd5652424075804,Pfizer,mRNA,Comirnaty,2021-02-22,2021-07-29
8dE06d7eDb30142553292538,Astrazeneca,Viral vector,Vaxzevria,2021-02-21,2021-07-11
65122582E43cef54D33D766c,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-04-08,2021-09-02
AaeaacC50F10292580055158,Astrazeneca,Viral vector,Vaxzevria,2021-08-09,2021-12-26
1aed33e7af42702877819511,Astrazeneca,Viral vector,Vaxzevria,2020-11-19,2021-04-07
916076Aa2Bdd93094922bB75,Moderna,mRNA,Mrna-1273,2021-09-05,2022-02-28
7395913C3CA17Ef7Ec3eD31d,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-01-18,2021-07-12
cDBAD87bcd57172603755746,Astrazeneca,Viral vector,Vaxzevria,2021-02-18,2021-07-24
545536170bda9459C646Ae35,Johnson&Johnson,Viral Vector,Jnj-78436735,2020-11-23,2021-04-12
7932202A0d75af6e7DbDcEEa,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-09-09,2022-02-16
4cbe516fDC98845512421581,Astrazeneca,Viral vector,Vaxzevria,2021-07-04,2021-12-27
D67eb2CEDCeA559512187622,Pfizer,mRNA,Comirnaty,2021-01-07,2021-06-11
912F1cA97C68284755138201,Pfizer,mRNA,Comirnaty,2021-07-02,2021-12-06
788912bb12E1476955F2C90C,Moderna,mRNA,Mrna-1273,2021-05-28,2021-11-12
99260809E0fb5a3dbCC8eBEC,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-09-16,2022-03-09
bA942b57f96A302976946768,Pfizer,mRNA,Comirnaty,2021-05-23,2021-11-13
CAF36acFCF5e162029214848,Pfizer,mRNA,Comirnaty,2020-11-24,2021-04-19
5897356C8680F4a22d1f8bfE,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-07-12,2021-12-11
911B3bAF61cd976236275556,Pfizer,mRNA,Comirnaty,2021-08-21,2022-01-04
D9Ed450eA378562947280452,Astrazeneca,Viral vector,Vaxzevria,2020-12-02,2021-05-01
D31be65b192C491351437654,Pfizer,mRNA,Comirnaty,2021-06-21,2021-12-12
1C3ED25bE282967265650338,Astrazeneca,Viral vector,Vaxzevria,2021-08-22,2022-01-08
40602219EcbfEc50FFED5cF1,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-08-29,2022-02-08
304692afAAaE45390043daeE,Moderna,mRNA,Mrna-1273,2020-11-26,2021-05-10
aFd6278Ffc92776524356316,Astrazeneca,Viral vector,Vaxzevria,2021-09-02,2022-01-30
F76FeccceC84702676101659,Pfizer,mRNA,Comirnaty,2020-12-03,2021-04-24
8e04bdbfA462455394144191,Astrazeneca,Viral vector,Vaxzevria,2020-11-27,2021-04-14
6867452fd27DC4b000F301fa,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-06-05,2021-11-01
743495611699CdA2DDc91aB9,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-02-07,2021-07-01
4508808F74Ff1262431B1DAb,Moderna,mRNA,Mrna-1273,2021-07-11,2022-01-05
340546ca37C44836445C9b9f,Moderna,mRNA,Mrna-1273,2020-12-01,2021-05-08
9346864a4fd03526340CBAAF,Moderna,mRNA,Mrna-1273,2021-08-04,2022-01-11
EE7345019361044507185633,Astrazeneca,Viral vector,Vaxzevria,2021-02-07,2021-07-31
5E4939E290C9955396708763,Pfizer,mRNA,Comirnaty,2021-07-27,2021-12-27
67566417Fe4B3d3dBDBa4fb7,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-04-17,2021-09-01
d47f54398Dea609482844187,Pfizer,mRNA,Comirnaty,2021-07-26,2022-01-06
6996359FA8aA5Cf9abaB99dD,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-01-03,2021-05-21
1526293D6DA322ABD4C4D188,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-01-27,2021-06-18
62819440ECEa67900229cb9b,Moderna,mRNA,Mrna-1273,2020-12-18,2021-06-06
B02e0ecf8a16731681574913,Astrazeneca,Viral vector,Vaxzevria,2021-09-04,2022-02-19
cDc564d9B3EF777054618660,Pfizer,mRNA,Comirnaty,2021-05-17,2021-10-06
ca48E8ACF3E3471702420896,Pfizer,mRNA,Comirnaty,2021-01-14,2021-06-17
1850590fc55df4b8E3aA26bD,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-05-30,2021-10-13
56eb8DD5BaeB340905083939,Pfizer,mRNA,Comirnaty,2021-08-15,2022-01-14
3253701DADAC48664563b849,Moderna,mRNA,Mrna-1273,2021-06-17,2021-11-06
e4bd480BD2C2155218619635,Pfizer,mRNA,Comirnaty,2021-08-07,2022-01-05
562693E29eBE6392652AC563,Moderna,mRNA,Mrna-1273,2021-04-14,2021-08-27
313676e4ebCF150230cf67Fc,Moderna,mRNA,Mrna-1273,2021-03-23,2021-08-22
75BaA5a0b700564827489802,Pfizer,mRNA,Comirnaty,2020-12-31,2021-06-15
144375ceAA3f93864067cB28,Moderna,mRNA,Mrna-1273,2021-06-03,2021-10-28
440317BbB797287662425eCf,Moderna,mRNA,Mrna-1273,2021-05-24,2021-10-31
bacFf9a2c992267658187448,Astrazeneca,Viral vector,Vaxzevria,2021-04-15,2021-09-08
625218cAEDE2114094c5f915,Moderna,mRNA,Mrna-1273,2021-09-24,2022-03-18
45DBDA0ccF95017710313096,Astrazeneca,Viral vector,Vaxzevria,2020-11-05,2021-04-02
7bf2CDDE4e1b853034157089,Pfizer,mRNA,Comirnaty,2021-09-18,2022-03-04
6645908eb6Ff338404D5Cfae,Moderna,mRNA,Mrna-1273,2021-04-09,2021-09-24
7111916Fbf4CEbe95D112103,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-02-14,2021-07-20
1336686eb1DcffF3E033F02a,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-06-17,2021-12-13
2271043caa3Bf9584df8B6Bd,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-01-14,2021-05-29
95247ceE2Acf951138897662,Pfizer,mRNA,Comirnaty,2021-06-16,2021-12-07
80433261CFeaf7A1d31caC21,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-04-09,2021-09-09
4726B3bed3ED522352561214,Pfizer,mRNA,Comirnaty,2021-08-06,2022-01-08
1Db5Ecc5bDb5611016035326,Pfizer,mRNA,Comirnaty,2021-05-18,2021-10-26
Bd7a9bDbFE1d110437951107,Pfizer,mRNA,Comirnaty,2021-03-14,2021-08-05
6051680ddF64615553dd15CF,Moderna,mRNA,Mrna-1273,2020-11-18,2021-04-26
5946182CcE3f805896fd5732,Moderna,mRNA,Mrna-1273,2021-04-15,2021-09-28
E4F6cb768c50810741149619,Astrazeneca,Viral vector,Vaxzevria,2020-12-06,2021-05-17
5388599d2A2DDCb5dfb215EE,Johnson&Johnson,Viral Vector,Jnj-78436735,2020-11-24,2021-04-28
1586927BFCEe959C6270f0DD,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-02-19,2021-07-10
478533Fa1BAD371658AEeD04,Moderna,mRNA,Mrna-1273,2021-04-12,2021-09-18
65fDea1c1B5F140621233092,Pfizer,mRNA,Comirnaty,2021-04-07,2021-09-25
793570bDDDAF7366889dB07b,Moderna,mRNA,Mrna-1273,2021-06-06,2021-11-30
694957072400DFAC430aC8Bb,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-05-14,2021-10-31
57459703FaB8aAcECd009d8D,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-07-18,2021-12-31
2289626F659c432079e3E1e9,Moderna,mRNA,Mrna-1273,2021-05-30,2021-11-17
212b6de2FE81837964780176,Astrazeneca,Viral vector,Vaxzevria,2020-12-26,2021-06-15
18359825aCF009d510563cb1,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-08-15,2022-01-01
624c5D010065486632218439,Pfizer,mRNA,Comirnaty,2020-12-24,2021-05-09
fd36574F2E98737952220502,Astrazeneca,Viral vector,Vaxzevria,2021-01-03,2021-06-26
365248DAdB50451427E879c8,Moderna,mRNA,Mrna-1273,2021-08-02,2022-01-04
5286550C2eAED1BCba021F5F,Johnson&Johnson,Viral Vector,Jnj-78436735,2020-12-25,2021-06-15
4345644eEe742CBC8A7200d7,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-05-05,2021-11-01
5615264230c904CdFceF7e9d,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-06-21,2021-12-18
7270658D14C8941010Ade8c7,Moderna,mRNA,Mrna-1273,2021-02-18,2021-08-17
6287FD56F0C6415382501213,Pfizer,mRNA,Comirnaty,2021-01-01,2021-06-22
Cca13BAd320a431141190312,Pfizer,mRNA,Comirnaty,2021-05-29,2021-10-24
aaBffafE5824070897975936,Astrazeneca,Viral vector,Vaxzevria,2021-09-16,2022-02-27
18789712AFd4a523D939eac2,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-04-11,2021-09-05
773510440FfFB6aFca44EEeE,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-07-03,2021-11-30
AA8BdfA7FCB1742764683844,Pfizer,mRNA,Comirnaty,2021-09-28,2022-02-21
4209467C359dc7daD7B6BAab,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-03-07,2021-08-26
8E5cd11F3E20581735250771,Astrazeneca,Viral vector,Vaxzevria,2021-01-13,2021-05-31
b76bFAd39B21869371668511,Astrazeneca,Viral vector,Vaxzevria,2021-06-09,2021-10-30
6003048dEa3b2131bc3D4D3e,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-03-02,2021-08-25
2758169EaA38610432746a61,Moderna,mRNA,Mrna-1273,2021-08-16,2022-01-30
4e7DB85EAE54448503292152,Astrazeneca,Viral vector,Vaxzevria,2021-05-28,2021-10-27
5701bDF43930107080599751,Astrazeneca,Viral vector,Vaxzevria,2021-01-15,2021-06-17
2299308bAFf0b8FDAABdEAC3,Johnson&Johnson,Viral Vector,Jnj-78436735,2020-11-07,2021-04-23
629213d178325525309432E9,Moderna,mRNA,Mrna-1273,2020-11-24,2021-05-21
56967279b9C957102bcbEFFc,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-01-27,2021-07-13
94Df6aa7a291540747015318,Astrazeneca,Viral vector,Vaxzevria,2021-06-29,2021-12-16
F08CeC7cA088300103819528,Astrazeneca,Viral vector,Vaxzevria,2021-01-06,2021-06-25
437852cBcfE25961680c3BaC,Moderna,mRNA,Mrna-1273,2021-09-25,2022-02-10
8Af1EFf1f225341088140745,Astrazeneca,Viral vector,Vaxzevria,2021-03-09,2021-08-16
9F63ACF420Bc819115874857,Pfizer,mRNA,Comirnaty,2021-01-10,2021-07-03
6007103E58a56802614BFE79,Moderna,mRNA,Mrna-1273,2021-01-11,2021-06-22
8fcD99bc4Ca7399476870553,Pfizer,mRNA,Comirnaty,2021-05-27,2021-11-01
C63BAc86eA47149388359864,Astrazeneca,Viral vector,Vaxzevria,2021-07-10,2021-11-28
4E23Db6d6c86679664700328,Pfizer,mRNA,Comirnaty,2020-11-05,2021-04-27
d9A94eD9C489517082500922,Astrazeneca,Viral vector,Vaxzevria,2021-07-10,2021-11-29
77221101EDAFD8CeD0C71B0F,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-08-23,2022-01-05
9767914F1CBA5758718Da800,Moderna,mRNA,Mrna-1273,2020-12-14,2021-05-21
ec4CF620A59C265567213783,Pfizer,mRNA,Comirnaty,2021-02-04,2021-07-11
Ad61D8Bc3550079154941067,Astrazeneca,Viral vector,Vaxzevria,2020-11-19,2021-04-19
89343642E77bfdA82aA016Bc,Johnson&Johnson,Viral Vector,Jnj-78436735,2021-08-21,2022-01-14
d21e6B4Dd553122851851748,Astrazeneca,Viral vector,Vaxzevria,2021-02-14,2021-07-28
dcCd3A6f5E78582711464937,Astrazeneca,Viral vector,Vaxzevria,2021-01-22,2021-06-30
1844079995a5EB64deBE1A99,Johnson&Johnson,Viral Vector,Jnj-78436735,2020-11-25,2021-04-09
74bfD8BdEC60132995847372,Pfizer,mRNA,Comirnaty,2020-12-27,2021-06-23
50435959AcA359bD91f1ACAE,Johnson&Johnson,Viral Vector,Jnj-78436735,2020-11-14,2021-05-12
A5c6ea1928ef553416474221,Pfizer,mRNA,Comirnaty,2021-06-06,2021-11-21
